File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verb %,Verify,Result 
ham1629.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham163.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,0,0
ham1630.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1631.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1632.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1633.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0
ham1634.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1635.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1636.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0,0
ham1637.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1638.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1639.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham164.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.14,0,0
ham1640.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.41,0,0
ham1641.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1642.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1643.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.32,0,0
ham1644.eml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.76,0,0
ham1645.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1646.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1647.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1648.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1649.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham165.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.48,0,0
ham1650.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1651.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1652.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1653.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1654.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1655.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1656.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1657.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1658.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1659.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham166.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46,0,0
ham1660.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1661.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1662.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1663.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1664.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1665.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1666.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1667.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1668.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1669.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham167.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,0,0
ham1670.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1671.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1672.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1673.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1674.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1675.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1676.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1677.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1678.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1679.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham168.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1680.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1681.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1682.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1683.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1684.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1685.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1686.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1687.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1688.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1689.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.55,0,0
ham169.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1690.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1691.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1692.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1693.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1694.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1695.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1696.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1697.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1698.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1699.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham17.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham170.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1700.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1701.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1702.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1703.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1704.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1705.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1706.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1707.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1708.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1709.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham171.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1710.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1711.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1712.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1713.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1714.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0
ham1715.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1716.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0
ham1717.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0
ham1718.eml,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.49,0,0
ham1719.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66,0,0
ham172.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1720.eml,1,0,0,0,1,0,0,3,0,0,1,2,0,0,0,19.88,0,0
ham1721.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,0,0
ham1722.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0
ham1723.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.14,0,0
ham1724.eml,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,0,0
ham1725.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,0,0
ham1726.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.91,0,0
ham1727.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09,0,0
ham1728.eml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.53,0,0
ham1729.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,0
ham173.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1730.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.55,0,0
ham1731.eml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.96,0,0
ham1732.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.89,0,0
ham1733.eml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.83,0,0
ham1734.eml,2,1,0,0,0,0,0,0,0,6,1,1,0,0,0,21.83,0,0
ham1735.eml,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.24,0,0
ham1736.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.87,0,0
ham1737.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1738.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1739.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham174.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1740.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1741.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1742.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1743.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1744.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1745.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1746.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1747.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1748.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1749.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham175.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1750.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1751.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1752.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1753.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1754.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1755.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1756.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1757.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1758.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1759.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham176.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1760.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1761.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1762.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1763.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1764.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1765.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1766.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1767.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1768.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1769.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham177.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1770.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1771.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1772.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1773.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1774.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1775.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1776.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1777.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1778.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1779.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham178.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1780.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1781.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1782.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1783.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1784.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1785.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1786.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1787.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1788.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1789.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham179.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1790.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1791.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1792.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1793.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1794.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1795.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1796.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1797.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1798.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1799.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham18.eml,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,18.32,0,0
ham180.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1800.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1801.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1802.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1803.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1804.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1805.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1806.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1807.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1808.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1809.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham181.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1810.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1811.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1812.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1813.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1814.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1815.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1816.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1817.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1818.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1819.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham182.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1820.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1821.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1822.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1823.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1824.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1825.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1826.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1827.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1828.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1829.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham183.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1830.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1831.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1832.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1833.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1834.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1835.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1836.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1837.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1838.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1839.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham184.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1840.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1841.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1842.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1843.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1844.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1845.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1846.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1847.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1848.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1849.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham185.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1850.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1851.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1852.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1853.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1854.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1855.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
ham1856.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1857.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1858.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1859.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham186.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1860.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1861.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1862.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1863.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13,0,0
ham1864.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.78,0,0
ham1865.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1866.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1867.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23.53,0,0
ham1868.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.59,0,0
ham1869.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham187.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0
ham1870.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.53,0,0
ham1871.eml,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.72,0,0
ham1872.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.75,0,0
ham1873.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.74,0,0
ham1874.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.61,0,0
ham1875.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.65,0,0
ham1876.eml,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.75,0,0
ham1877.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.54,0,0
ham1878.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.91,0,0
ham1879.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.16,0,0
ham188.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1880.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.02,0,0
ham1881.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,0,0
ham1882.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1883.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.67,0,0
ham1884.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.94,0,0
ham1885.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.69,0,0
ham1886.eml,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,22.33,0,0
ham1887.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,0,0
ham1888.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.56,0,0
ham1889.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.69,0,0
ham189.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1890.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.99,0,0
ham1891.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.91,0,0
ham1892.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,24.62,0,0
ham1893.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1894.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.37,0,0
ham1895.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.86,0,0
ham1896.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1897.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0
ham1898.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.31,0,0
ham1899.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.37,0,0
ham19.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0
ham190.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
ham1900.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.75,0,0
