File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verify,Verb %,Noun %,Adjective %,Adverb %,Result 
ham_set_2\ham1689.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.55,35.29,24.51,10.78,0
ham_set_2\ham1690.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1691.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1692.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1693.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1694.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1695.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1696.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1697.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1698.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1699.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1700.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1701.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1702.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1703.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1704.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1705.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1706.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1707.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1708.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1709.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1710.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1711.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1712.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1713.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1714.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0,0
ham_set_2\ham1715.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1716.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0,0
ham_set_2\ham1717.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0
ham_set_2\ham1718.eml,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.49,45.58,18.37,8.13,0
ham_set_2\ham1719.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66,46.15,25.64,1.71,0
ham_set_2\ham1720.eml,1,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,19.88,46.45,16.84,9.53,0
ham_set_2\ham1721.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,56.7,19.59,7.22,0
ham_set_2\ham1722.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,46.92,25.38,4.62,0
ham_set_2\ham1723.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.14,58.1,19.05,3.81,0
ham_set_2\ham1724.eml,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,51.35,17.84,8.11,0
ham_set_2\ham1725.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,47.83,24.64,5.8,0
ham_set_2\ham1726.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.91,55.51,17.65,7.72,0
ham_set_2\ham1727.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09,49.74,21.94,6.89,0
ham_set_2\ham1728.eml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.53,48.76,26.45,4.13,0
ham_set_2\ham1729.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,50.97,23.23,7.1,0
ham_set_2\ham1730.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.55,45.69,19.4,6.9,0
ham_set_2\ham1731.eml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.96,45.59,20.96,6.99,0
ham_set_2\ham1732.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.89,51.93,18.23,4.97,0
ham_set_2\ham1733.eml,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.83,53.26,10.87,7.61,0
ham_set_2\ham1734.eml,2,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,21.83,51.53,17.9,4.37,0
ham_set_2\ham1735.eml,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17.24,60.34,18.97,3.45,0
ham_set_2\ham1736.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.87,56.63,16.87,3.61,0
ham_set_2\ham1737.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1738.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1739.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1740.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0,0
ham_set_2\ham1741.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1742.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0,0
ham_set_2\ham1743.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1744.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0,0
ham_set_2\ham1745.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1746.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1747.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1748.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1749.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1750.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1751.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1752.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1753.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1754.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1755.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,0.0,0.0,0
ham_set_2\ham1756.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0,0
ham_set_2\ham1757.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1758.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1759.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1760.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1761.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1762.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0,0
ham_set_2\ham1763.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,0
ham_set_2\ham1764.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1765.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1766.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1767.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1768.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1769.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1770.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1771.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1772.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1773.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1774.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1775.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,0
ham_set_2\ham1776.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1777.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,40.0,0.0,0
ham_set_2\ham1778.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1779.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1780.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1781.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1782.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1783.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1784.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1785.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1786.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1787.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1788.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1789.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1790.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.33,16.67,0.0,0
ham_set_2\ham1791.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1792.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1793.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1794.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1795.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1796.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40.0,60.0,0.0,0
ham_set_2\ham1797.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.33,16.67,0.0,0
ham_set_2\ham1798.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1799.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1800.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1801.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1802.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1803.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1804.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40.0,60.0,0.0,0
ham_set_2\ham1805.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.33,16.67,0.0,0
ham_set_2\ham1806.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1807.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1808.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0
ham_set_2\ham1809.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0.0,0
ham_set_2\ham1810.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.33,16.67,0.0,0
ham_set_2\ham1811.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1812.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1813.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1814.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1815.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1816.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1817.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1818.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1819.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1820.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,0.0,0.0,0
ham_set_2\ham1821.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1822.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1823.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1824.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1825.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1826.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1827.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1828.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1829.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,0.0,0.0,0
ham_set_2\ham1830.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1831.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1832.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1833.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1834.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1835.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1836.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1837.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1838.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1839.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1840.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1841.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1842.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1843.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1844.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1845.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1846.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1847.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1848.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1849.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1850.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1851.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1852.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,50.0,25.0,0.0,0
ham_set_2\ham1853.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,40.0,40.0,0.0,0
ham_set_2\ham1854.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,40.0,40.0,0.0,0
ham_set_2\ham1855.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,60.0,20.0,0.0,0
ham_set_2\ham1856.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1857.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1858.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1859.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1860.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1861.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1862.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1863.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.13,58.06,22.58,1.61,0
ham_set_2\ham1864.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.78,54.81,20.0,4.44,0
ham_set_2\ham1865.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1866.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1867.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23.53,53.92,18.63,2.94,0
ham_set_2\ham1868.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.59,59.02,11.48,3.28,0
ham_set_2\ham1869.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1870.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.53,54.9,17.65,1.96,0
ham_set_2\ham1871.eml,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24.72,55.06,15.73,3.37,0
ham_set_2\ham1872.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.75,60.38,15.09,0.0,0
ham_set_2\ham1873.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.74,52.17,19.57,2.17,0
ham_set_2\ham1874.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.61,64.71,11.76,0.0,0
ham_set_2\ham1875.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.65,58.82,15.69,2.94,0
ham_set_2\ham1876.eml,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.75,54.69,20.31,3.12,0
ham_set_2\ham1877.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.54,59.65,21.05,0.0,0
ham_set_2\ham1878.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.91,61.19,19.4,0.0,0
ham_set_2\ham1879.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.16,53.89,20.96,0.6,0
ham_set_2\ham1880.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.02,61.7,19.15,0.0,0
ham_set_2\ham1881.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,54.76,13.1,3.57,0
ham_set_2\ham1882.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1883.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.67,60.42,18.75,2.08,0
ham_set_2\ham1884.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.94,56.34,16.9,1.41,0
ham_set_2\ham1885.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.69,64.71,17.65,0.0,0
ham_set_2\ham1886.eml,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22.33,57.28,17.48,1.94,0
ham_set_2\ham1887.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,60.0,18.0,0.0,0
ham_set_2\ham1888.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.56,50.0,20.18,3.51,0
ham_set_2\ham1889.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.69,60.78,15.69,5.88,0
ham_set_2\ham1890.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.99,53.09,17.28,7.41,0
ham_set_2\ham1891.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.91,59.7,19.4,1.49,0
ham_set_2\ham1892.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,24.62,50.26,20.0,2.56,0
ham_set_2\ham1893.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1894.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.37,61.22,18.37,0.0,0
ham_set_2\ham1895.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.86,57.95,13.64,0.0,0
ham_set_2\ham1896.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0
ham_set_2\ham1897.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,66.67,16.67,0.0,0
ham_set_2\ham1898.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.31,61.54,17.31,1.92,0
ham_set_2\ham1899.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.37,50.43,19.66,5.98,0
ham_set_2\ham1900.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.75,60.42,18.75,0.0,0
ham_set_2\ham1901.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.36,55.13,17.95,1.28,0
